"","Clim01","Clim02","Clim03","Clim04","Clim05","Clim06","Clim07","Clim08","Clim09","Clim10","Clim11","Clim12","Clim13","Clim14","Clim15","Clim16","Clim17","Clim18","Clim19","dem","arachide"
"293",280,156,60,2654,402,144,258,292,271,309,239,353,117,0,140,297,1,97,3,51,200
"294",273,160,65,1915,391,145,246,277,271,295,243,530,182,0,141,445,0,38,2,28,440
"295",284,157,62,2274,406,153,253,288,283,311,250,450,148,0,139,374,0,31,1,31,0
"296",270,158,67,1844,379,144,235,279,264,289,241,509,185,0,147,440,0,135,2,40,300
"297",276,158,63,2033,397,149,248,279,276,300,246,480,155,0,137,399,1,33,3,33,600
"298",286,157,61,2368,409,154,255,291,283,313,250,435,143,0,138,362,1,29,2,18,120
"299",275,159,66,1761,388,149,239,281,272,293,248,571,191,0,143,485,0,165,2,34,200
"300",258,139,69,1880,342,143,199,274,243,276,230,392,146,0,151,340,1,231,3,57,533
"301",267,156,66,1878,378,143,235,275,262,287,237,475,171,0,147,410,0,131,2,49,300
"302",265,151,69,1626,360,143,217,276,256,280,239,547,212,0,154,481,0,129,1,17,30
"303",262,143,70,1582,348,145,203,274,242,277,237,512,198,0,154,450,1,315,1,30,364
"304",267,154,67,1834,373,144,229,276,260,286,238,469,169,0,146,406,0,126,2,42,132
"305",273,158,67,1814,380,146,234,283,266,291,244,557,205,0,149,482,0,140,2,23,650
"306",266,155,69,1703,366,142,224,277,258,283,239,547,208,0,152,478,0,130,2,25,25
"307",271,152,66,1690,375,147,228,276,268,287,244,598,215,0,148,514,0,160,2,12,400
"308",253,126,68,1766,330,147,183,271,238,271,229,388,145,0,154,343,0,224,2,52,467
"309",270,157,67,1769,375,144,231,280,264,288,242,558,208,0,150,484,0,137,2,37,25
"310",275,160,66,1870,388,148,240,284,270,295,246,535,192,0,147,460,0,144,2,27,340
"311",271,160,65,1919,386,143,243,278,266,291,240,538,197,0,147,460,0,150,2,21,440
"312",256,131,68,1971,337,145,192,276,247,276,228,342,127,0,153,300,0,268,2,37,150
"313",256,132,70,1802,334,146,188,273,240,274,230,377,142,0,153,333,0,224,2,44,625
"314",268,151,65,1978,375,145,230,277,276,288,236,408,143,0,142,347,1,105,4,52,457
"315",285,157,62,2254,406,155,251,292,282,310,251,419,137,0,141,349,1,27,3,16,25
"316",256,133,70,1799,335,145,190,273,240,273,229,383,144,0,155,337,0,228,2,43,60
"317",273,161,66,1898,388,145,243,280,269,292,243,548,194,0,145,467,0,36,2,28,267
"318",275,159,67,1798,385,149,236,284,270,294,247,556,201,0,147,480,0,145,2,20,533
"319",273,160,65,1852,390,146,244,277,271,293,244,550,189,0,143,464,0,39,2,38,600
"320",256,132,70,1802,334,146,188,273,240,274,230,377,142,0,153,333,0,224,2,44,125
"321",270,153,67,1681,374,147,227,277,266,287,243,597,216,0,148,514,0,158,2,11,308
"322",272,160,66,1908,386,144,242,280,266,292,242,529,192,0,145,455,0,145,2,27,333
"323",272,158,67,1813,378,145,233,282,265,290,243,558,207,0,150,484,0,138,2,30,305
"324",260,138,69,1913,342,144,198,277,245,278,231,362,132,0,148,313,1,210,3,44,140
"325",275,159,67,1798,385,149,236,284,270,294,247,556,201,0,147,480,0,145,2,20,117
"326",275,159,64,2002,394,148,246,278,275,298,244,473,156,0,140,395,0,32,3,42,400
"327",254,128,69,1865,331,146,185,272,237,273,228,366,137,0,154,323,0,285,2,44,100
"328",272,158,67,1820,381,146,235,282,266,291,244,538,197,0,149,464,0,138,2,29,114
"329",254,128,69,1865,331,146,185,272,237,273,228,366,137,0,154,323,0,285,2,44,125
"330",268,157,67,1857,377,143,234,276,262,287,238,490,177,0,148,423,0,133,2,49,236
"331",276,159,66,1777,388,149,239,283,272,294,248,559,192,0,145,478,0,157,2,20,450
"332",279,157,63,2181,399,151,248,286,293,303,246,410,134,0,138,341,1,25,4,34,482
"333",272,160,65,1926,390,145,245,277,270,293,242,525,182,0,143,443,0,37,2,31,300
"334",272,160,65,1926,390,145,245,277,270,293,242,525,182,0,143,443,0,37,2,31,510
"335",256,132,70,1802,334,146,188,273,240,274,230,377,142,0,153,333,0,224,2,40,283
"336",260,141,70,1589,344,145,199,273,241,276,236,491,189,0,156,434,0,301,0,35,417
"337",267,156,66,1896,377,143,234,275,261,286,237,466,167,0,147,401,0,129,2,51,2880
"338",263,147,70,1621,352,144,208,275,253,279,238,537,210,0,154,471,1,333,2,21,400
"339",270,129,68,1241,353,164,189,277,266,280,250,758,277,0,145,646,0,217,2,9,833
"340",253,123,66,2082,333,147,186,276,240,277,227,337,126,0,151,296,0,266,2,26,625
"341",276,159,64,2021,397,149,248,279,276,300,246,479,155,0,141,398,1,33,3,36,225
"342",262,139,68,2009,347,145,202,279,247,281,231,333,118,0,150,287,1,191,3,26,60
"343",273,158,67,1792,380,147,233,282,266,291,245,549,202,0,149,474,0,139,2,28,83
"344",276,159,64,2023,396,148,248,279,276,300,245,478,155,0,140,397,1,33,3,38,250
"345",264,149,70,1617,355,144,211,275,255,279,238,547,213,0,153,479,1,128,2,19,60
"346",268,140,68,1520,357,152,205,276,262,282,243,630,241,0,151,547,0,159,2,8,308
"347",272,161,65,1870,389,145,244,278,270,292,243,548,192,0,144,465,0,37,2,33,625
"348",274,156,66,1756,383,148,235,280,269,292,246,577,203,0,145,495,0,156,2,18,250
"349",267,152,66,1938,374,144,230,276,260,286,236,420,149,0,143,358,1,110,3,51,100
"350",271,160,65,1896,388,144,244,277,269,291,241,536,189,0,144,454,0,37,2,41,250
"351",274,158,66,1764,386,148,238,281,271,292,247,574,197,0,145,490,0,161,2,24,200
"352",275,160,66,1870,388,148,240,284,270,295,246,535,192,0,147,460,0,144,2,30,400
"353",271,154,67,1728,375,146,229,279,266,288,243,579,213,0,149,502,0,149,2,10,308
"354",261,142,68,1901,350,143,207,275,260,278,231,383,139,0,150,329,1,224,4,53,123
"355",263,146,70,1607,352,144,208,275,243,278,238,540,213,0,153,475,1,337,1,21,300
"356",260,138,69,1946,344,145,199,277,245,279,231,349,126,0,147,301,1,201,3,37,200
"357",263,146,70,1631,351,143,208,275,243,278,237,524,204,0,155,461,1,324,1,29,54
"358",262,146,70,1611,350,144,206,275,243,278,237,527,206,0,156,464,1,327,1,23,125
"359",273,161,66,1833,389,146,243,278,271,293,245,552,191,0,142,468,0,37,2,30,943
"360",258,136,69,1928,341,144,197,276,251,277,230,356,131,0,152,310,0,207,3,38,120
"361",258,139,69,1880,342,143,199,274,243,276,230,392,146,0,151,340,1,231,3,57,145
"362",275,159,67,1828,384,148,236,284,269,293,246,549,201,0,149,474,0,140,2,22,250
"363",272,160,65,1916,389,145,244,276,270,293,242,511,176,0,142,430,0,36,2,37,400
"364",265,147,69,1607,356,145,211,276,267,280,239,560,218,0,154,491,0,132,2,20,220
"365",275,160,65,1826,391,148,243,279,274,295,247,571,189,0,141,479,0,41,2,39,375
"366",272,135,68,1289,360,162,198,277,270,282,251,729,262,0,145,617,0,212,2,38,50
"367",272,158,67,1843,381,146,235,281,266,291,243,524,191,0,149,453,0,137,2,33,175
"368",271,154,67,1728,375,146,229,279,266,288,243,579,213,0,149,502,0,149,2,10,308
"369",274,147,67,1510,374,155,219,278,272,289,250,630,229,0,147,539,0,43,2,7,800
"370",270,160,66,1885,384,144,240,276,250,289,240,533,197,0,147,458,0,34,1,20,550
"371",272,135,68,1300,360,162,198,278,270,283,251,722,259,0,143,611,0,209,2,23,500
"372",274,159,67,1801,382,147,235,283,268,292,246,553,203,0,147,478,0,140,2,24,200
"373",271,158,65,1981,387,145,242,277,267,292,240,460,160,0,143,390,0,32,2,53,267
"374",275,158,66,1809,385,148,237,283,270,293,246,563,200,0,148,484,0,151,2,20,300
"375",254,129,67,1966,334,144,190,274,229,274,227,369,140,0,156,326,0,289,0,40,114
"376",273,136,68,1315,362,162,200,277,271,285,252,718,257,0,145,606,0,209,2,25,1000
"377",286,157,61,2369,409,154,255,291,283,313,250,432,142,0,137,360,1,28,2,20,75
"378",276,159,64,2016,396,149,247,279,276,300,246,479,155,0,141,398,1,33,3,31,0
"379",274,161,66,1879,388,146,242,281,269,293,244,541,193,0,144,463,0,150,2,32,450
"380",272,161,65,1845,389,145,244,278,270,292,244,549,191,0,144,466,0,37,2,33,100
"381",256,132,70,1802,334,146,188,273,240,274,230,377,142,0,153,333,0,224,2,44,167
"382",272,161,66,1875,388,145,243,279,269,292,243,547,194,0,145,466,0,155,2,34,240
"383",254,122,65,2084,334,147,187,277,240,278,227,325,122,0,151,285,0,257,2,19,240
"384",252,125,67,1999,332,146,186,274,228,275,226,355,134,0,155,313,0,280,0,35,125
"385",271,154,67,1728,375,146,229,279,266,288,243,579,213,0,149,502,0,149,2,9,480
"386",265,147,70,1605,355,145,210,275,266,280,239,559,218,0,154,491,0,131,2,19,267
"387",265,147,70,1605,355,145,210,275,266,280,239,559,218,0,154,491,0,131,2,19,60
"388",268,154,67,1788,373,145,228,277,261,286,239,496,181,0,148,430,0,127,2,37,900
"389",269,157,65,1918,382,144,238,276,264,289,239,464,164,0,145,396,0,130,2,49,56
"390",277,159,66,1844,388,150,238,286,271,296,248,551,198,0,149,475,0,145,2,10,500
"391",263,136,66,2097,349,146,203,283,257,284,232,280,101,0,149,243,0,218,3,23,480
"392",271,158,67,1800,378,145,233,281,265,289,243,558,207,0,150,484,0,138,2,33,50
"393",272,158,67,1820,381,146,235,282,266,291,244,538,197,0,149,464,0,138,2,29,400
"394",274,157,66,1747,383,148,235,280,269,291,246,574,203,0,147,493,0,155,2,17,300
"395",254,128,69,1865,331,146,185,272,237,273,228,366,137,0,154,323,0,285,2,44,100
"396",256,135,69,1896,337,144,193,274,249,275,228,372,140,0,150,326,0,220,2,43,167
"397",265,151,69,1626,360,143,217,276,256,280,239,547,212,0,154,481,0,129,1,17,25
"398",267,156,66,1896,377,143,234,275,261,286,237,466,167,0,147,401,0,129,2,53,254
"399",265,147,69,1616,356,145,211,275,267,280,239,560,218,0,154,491,0,132,2,19,30
"400",273,158,67,1787,380,146,234,282,267,290,245,562,206,0,150,486,0,143,2,26,800
"401",262,144,70,1605,348,145,203,274,242,278,237,500,191,0,154,439,0,306,1,34,300
"402",273,156,64,2066,390,148,242,280,270,296,241,433,150,0,141,367,1,30,3,46,0
"403",284,157,63,2253,404,155,249,292,297,309,250,413,136,0,139,344,1,26,3,17,300
"404",272,160,65,1881,389,145,244,278,270,292,243,542,190,0,142,459,0,37,2,30,467
"405",256,131,68,1971,337,145,192,276,247,276,228,342,127,0,153,300,0,268,2,37,111
"406",270,152,67,1672,371,147,224,278,264,286,243,587,217,0,151,509,0,150,2,9,308
"407",253,126,68,1766,330,147,183,271,238,271,229,388,145,0,154,343,0,224,2,52,425
"408",272,153,64,2062,384,148,236,280,282,294,239,398,135,0,141,336,1,104,4,30,188
"409",280,156,60,2637,402,144,258,292,292,309,240,356,117,0,140,298,1,98,4,52,36
"410",270,158,67,1844,379,144,235,279,264,289,241,509,185,0,147,440,0,135,2,41,467
"411",275,160,65,1824,391,147,244,280,274,295,247,566,188,0,140,477,1,39,3,30,500
"412",272,157,64,2038,390,146,244,279,269,295,241,444,154,0,141,377,1,30,3,53,500
"413",274,161,66,1868,388,146,242,280,270,293,244,547,192,0,145,467,0,154,2,33,3333
"414",274,139,67,1350,368,162,206,278,274,287,253,714,255,0,143,602,0,55,2,21,600
"415",272,158,65,1952,388,145,243,277,269,293,241,467,162,0,145,396,0,32,1,50,357
"416",277,160,66,1852,390,149,241,286,272,296,248,547,194,0,147,470,0,147,2,14,250
"417",274,161,65,1823,390,146,244,278,272,294,246,557,190,0,142,471,0,38,2,35,250
"418",277,160,67,1841,387,149,238,286,272,295,248,550,198,0,149,474,0,144,2,13,150
"419",267,157,66,1901,377,142,235,276,261,287,237,485,175,0,147,419,0,133,2,51,500
"420",274,156,66,1756,383,148,235,280,269,292,246,577,203,0,145,495,0,156,2,18,150
"421",251,123,66,2037,330,146,184,274,227,274,225,351,133,0,154,310,0,278,0,43,250
"422",274,161,66,1876,389,146,243,280,270,293,244,545,193,0,145,466,0,153,2,30,180
"423",271,160,65,1907,388,144,244,277,268,291,241,535,189,0,144,453,0,37,2,37,308
"424",265,150,68,1718,363,144,219,276,257,282,238,490,179,0,150,424,1,117,3,33,450
"425",275,159,67,1798,385,149,236,284,270,294,247,556,201,0,147,480,0,145,2,20,800
"426",273,161,66,1833,389,147,242,278,271,293,245,555,190,0,142,471,0,37,2,37,315
"427",272,158,65,1952,388,145,243,277,269,293,241,467,162,0,145,396,0,32,1,53,267
"428",273,160,65,1898,391,146,245,277,272,295,244,532,182,0,141,446,0,39,2,27,400
"429",251,123,66,2037,330,146,184,274,227,274,225,351,133,0,154,310,0,278,0,43,300
"430",263,147,70,1621,352,144,208,275,253,279,238,537,210,0,154,471,1,333,2,21,800
"431",268,155,68,1684,369,144,225,278,261,285,242,561,212,0,152,490,0,137,2,20,240
"432",264,150,69,1620,358,143,215,275,255,279,238,538,208,0,154,472,1,126,2,26,375
"433",272,158,67,1843,381,146,235,281,266,291,243,524,191,0,149,453,0,137,2,33,450
"434",269,156,68,1763,373,145,228,279,262,287,242,544,201,0,148,469,1,135,3,30,619
"435",268,154,67,1788,373,145,228,277,261,286,239,496,181,0,148,430,0,127,2,37,300
"436",284,157,61,2305,406,152,254,289,283,311,250,450,148,0,139,374,0,31,1,34,500
"437",271,157,67,1752,376,145,231,280,264,288,243,556,207,0,149,482,0,137,2,35,100
"438",258,139,69,1880,342,143,199,274,243,276,230,392,146,0,151,340,1,231,3,57,233
"439",275,159,66,1761,388,149,239,281,272,293,248,571,191,0,143,485,0,165,2,34,455
"440",265,151,69,1626,360,143,217,276,256,280,239,547,212,0,154,481,0,129,1,17,0
"441",260,142,69,1768,347,144,203,274,248,276,232,434,163,0,147,372,1,264,3,43,200
"442",273,158,67,1787,380,146,234,282,267,290,245,562,206,0,150,486,0,143,2,26,450
"443",255,129,69,1758,332,146,186,271,239,272,230,391,146,0,155,346,0,227,2,46,650
"444",262,146,70,1611,350,144,206,275,243,278,237,527,206,0,156,464,1,327,1,23,400
"445",254,128,69,1865,331,146,185,272,237,273,228,366,137,0,154,323,0,285,2,44,150
"446",256,133,70,1799,335,145,190,273,240,273,229,383,144,0,155,337,0,228,2,43,500
"447",259,140,70,1878,343,143,200,275,244,277,230,386,143,0,149,334,1,226,3,47,233
"448",260,142,69,1768,347,144,203,274,248,276,232,434,163,0,147,372,1,264,3,43,167
"449",273,160,66,1884,386,146,240,281,267,292,243,528,191,0,145,454,0,144,2,22,250
"450",253,127,67,1937,332,145,187,273,235,274,227,368,139,0,155,324,0,288,1,31,100
"451",260,142,69,1768,347,144,203,274,248,276,232,434,163,0,147,372,1,264,3,43,300
"452",274,159,64,1997,394,147,247,277,275,298,244,510,165,0,138,421,0,38,3,56,571
"453",252,125,69,1862,328,147,181,272,235,272,227,370,139,0,157,328,0,292,2,49,9000
"454",271,155,68,1687,373,146,227,280,264,287,244,568,212,0,150,494,0,142,2,11,455
"455",275,159,66,1803,385,147,238,282,271,293,246,565,198,0,144,484,0,154,2,23,167
"456",252,124,68,1853,328,147,181,271,234,272,227,364,137,0,154,322,0,287,2,49,500
"457",274,138,66,1417,366,160,206,278,273,287,251,716,256,0,144,603,0,55,2,23,1000
"458",255,131,69,1865,334,145,189,273,238,273,228,380,144,0,154,334,0,226,2,41,300
"459",272,160,65,1916,389,145,244,276,270,293,242,511,176,0,142,430,0,36,2,37,200
"460",264,150,69,1620,358,143,215,275,255,279,238,538,208,0,154,472,1,126,2,26,1000
"461",256,133,70,1799,335,145,190,273,240,273,229,383,144,0,155,337,0,228,2,43,600
"462",274,161,66,1866,388,146,242,281,270,293,245,544,192,0,144,465,0,153,2,28,167
"463",275,159,66,1793,387,148,239,282,272,294,247,566,194,0,143,483,0,159,2,23,133
"464",252,124,68,1853,328,147,181,271,234,272,227,364,137,0,154,322,0,287,2,48,67
"465",272,160,65,1918,390,145,245,276,271,293,242,507,174,0,141,426,0,36,2,36,350
"466",274,158,67,1831,383,148,235,283,267,293,245,540,197,0,146,465,0,140,2,22,333
"467",252,125,69,1862,328,147,181,272,235,272,227,370,139,0,157,328,0,292,2,49,117
"468",267,155,66,1871,376,143,233,275,260,286,237,464,166,0,147,400,0,128,2,50,300
"469",274,161,65,1823,390,146,244,278,272,294,246,557,190,0,142,471,0,38,2,35,250
"470",250,119,66,1987,326,147,179,271,230,272,225,356,135,0,157,315,0,284,2,44,50
"471",273,159,66,1884,385,146,239,281,267,292,243,521,189,0,147,450,0,141,2,17,300
"472",276,159,67,1812,385,148,237,284,270,294,248,552,201,0,147,477,0,142,2,18,300
"473",272,160,65,1897,388,145,243,279,269,292,243,547,194,0,145,466,0,36,2,31,245
"474",251,121,67,1963,327,147,180,272,232,273,225,358,135,0,157,316,0,283,2,43,300
"475",268,156,68,1696,371,143,228,278,261,285,241,558,211,0,152,487,0,135,2,28,750
"476",273,160,65,1900,391,146,245,277,271,295,244,532,182,0,141,446,0,39,2,26,200
"477",262,145,70,1633,349,144,205,274,242,277,236,500,191,0,154,439,0,306,1,33,200
"478",250,119,66,1987,326,147,179,271,230,272,225,356,135,0,157,315,0,284,2,44,45
"479",275,159,67,1848,385,148,237,285,269,294,247,553,201,0,147,477,0,143,2,19,600
"480",275,143,66,1467,374,160,214,279,275,290,252,684,243,0,142,576,0,53,2,23,700
"481",270,156,65,1997,385,146,239,278,250,292,239,439,154,0,144,373,1,124,2,56,833
"482",271,160,66,1878,384,145,239,279,266,291,241,525,193,0,148,453,0,144,2,20,500
"483",268,151,65,1978,375,145,230,277,276,288,236,408,143,0,142,347,1,105,4,54,493
"484",267,156,66,1896,377,143,234,275,261,286,237,466,167,0,147,401,0,129,2,53,300
"485",272,160,65,1916,389,145,244,276,270,293,242,511,176,0,142,430,0,36,2,37,600
"486",284,157,63,2253,404,155,249,292,297,309,250,413,136,0,139,344,1,26,3,17,38
"487",276,159,64,2023,396,148,248,279,276,300,245,478,155,0,140,397,1,33,3,35,0
"488",270,157,67,1769,375,144,231,280,264,288,242,558,208,0,150,484,0,137,2,34,50
"489",275,159,67,1848,385,148,237,285,269,294,247,553,201,0,147,477,0,143,2,22,200
"490",258,139,70,1814,341,144,197,274,245,276,230,420,158,0,147,362,1,254,3,46,429
"491",262,143,70,1582,348,145,203,274,242,277,237,512,198,0,154,450,1,315,1,30,400
"492",251,121,67,1963,327,147,180,272,232,273,225,358,135,0,157,316,0,283,2,43,50
"493",270,156,65,1997,385,146,239,278,250,292,239,439,154,0,144,373,1,124,2,56,225
"494",272,160,65,1916,389,145,244,276,270,293,242,511,176,0,142,430,0,36,2,37,300
"495",271,155,64,2035,387,146,241,277,250,293,239,436,153,0,143,370,1,31,2,52,400
"496",272,160,65,1926,390,145,245,277,270,293,242,525,182,0,143,443,0,37,2,31,260
"497",266,152,68,1746,364,143,221,276,257,283,238,524,195,0,150,454,1,125,3,41,0
"498",269,157,65,1943,383,143,240,276,265,289,238,466,165,0,146,397,0,130,2,47,250
"499",269,158,66,1878,380,143,237,276,263,288,239,496,180,0,146,428,0,136,2,41,250
"500",272,161,66,1900,386,144,242,279,268,291,242,543,196,0,145,465,0,152,2,34,233
"501",272,161,65,1867,389,145,244,278,270,292,243,541,189,0,142,458,0,37,2,29,125
"502",272,155,67,1729,378,147,231,279,267,289,244,584,209,0,147,502,0,155,2,10,500
"503",276,159,67,1812,385,148,237,284,270,294,248,552,201,0,147,477,0,142,2,17,160
"504",253,123,66,2082,333,147,186,276,240,277,227,337,126,0,151,296,0,266,2,26,350
"505",263,145,70,1682,351,144,207,275,252,278,236,490,184,0,153,428,0,296,2,26,125
"506",250,119,66,1987,326,147,179,271,230,272,225,356,135,0,157,315,0,284,2,44,333
"507",275,159,66,1774,388,149,239,281,272,294,248,568,191,0,143,483,0,163,2,27,200
"508",275,145,67,1456,372,158,214,280,272,288,251,647,233,0,147,551,0,46,2,17,1000
"509",272,160,65,1857,389,145,244,276,271,293,244,546,187,0,142,459,0,39,2,39,423
"510",273,158,67,1775,380,146,234,282,267,290,245,563,206,0,150,487,0,144,2,16,80
"511",262,145,70,1633,349,144,205,274,242,277,236,500,191,0,154,439,0,306,1,33,200
"512",268,151,65,1978,375,145,230,277,276,288,236,408,143,0,142,347,1,105,4,52,429
"513",276,159,64,2016,396,149,247,279,276,300,246,479,155,0,141,398,1,33,3,31,400
"514",272,160,65,1918,390,145,245,276,271,293,242,507,174,0,141,426,0,36,2,36,400
"515",268,154,67,1788,373,145,228,277,261,286,239,496,181,0,148,430,0,127,2,39,700
"516",280,156,60,2637,402,144,258,292,292,309,240,356,117,0,140,298,1,98,4,51,120
"517",275,159,67,1830,384,147,237,284,270,293,246,555,202,0,147,479,0,143,2,20,530
"518",273,161,66,1833,389,146,243,278,271,293,245,552,191,0,142,468,0,37,2,33,400
"519",270,129,68,1241,353,164,189,277,266,280,250,758,277,0,145,646,0,217,2,7,500
"520",255,129,69,1758,332,146,186,272,239,272,230,383,143,0,156,339,0,223,2,41,475
"521",272,161,65,1890,389,145,244,278,270,293,243,542,189,0,142,458,0,38,2,32,308
"522",272,160,66,1876,386,146,240,280,267,292,243,525,191,0,148,453,0,144,2,18,100
"523",256,133,70,1799,335,145,190,273,240,273,229,383,144,0,155,337,0,228,2,43,250
"524",276,159,64,2023,396,148,248,279,276,300,245,478,155,0,140,397,1,33,3,39,250
"525",284,157,63,2147,403,157,246,291,296,307,251,417,139,0,142,349,1,26,3,13,67
"526",274,159,64,1997,394,147,247,277,275,298,244,510,165,0,138,421,0,38,3,56,444
"527",271,160,65,1875,387,143,244,277,267,290,241,539,194,0,146,459,0,152,2,31,1700
"528",253,127,69,1817,331,147,184,272,237,272,228,367,137,0,154,324,0,324,2,41,150
"529",262,144,70,1598,349,144,205,274,242,277,237,521,203,0,154,459,1,322,1,38,462
"530",270,159,65,1930,386,143,243,276,266,290,239,495,176,0,144,422,0,33,2,44,450
"531",275,159,67,1848,385,148,237,285,269,294,247,553,201,0,147,477,0,143,2,19,125
"532",254,128,69,1767,332,147,185,272,238,272,230,382,143,0,156,338,0,222,2,40,305
"533",269,159,65,1942,385,143,242,276,266,290,239,491,174,0,146,418,0,33,2,47,600
"534",269,158,66,1856,380,144,236,277,263,289,240,498,181,0,147,430,0,136,2,38,500
"535",268,140,68,1520,357,152,205,276,262,282,243,630,241,0,151,547,0,159,2,8,250
"536",271,134,68,1281,358,162,196,276,268,282,250,732,263,0,143,619,0,213,2,41,500
"537",283,157,62,2189,404,154,250,289,280,308,250,429,141,0,141,358,1,28,3,48,467
"538",273,154,66,1696,379,149,230,279,270,290,246,593,207,0,145,506,0,163,2,11,313
"539",273,160,65,1852,390,146,244,277,271,293,244,550,189,0,143,464,0,39,2,38,450
"540",284,157,61,2440,406,151,255,293,279,310,247,391,128,0,140,327,1,24,2,22,100
"541",262,147,70,1622,352,143,209,274,253,278,237,518,199,0,152,454,0,318,2,38,120
"542",255,126,66,2053,336,146,190,277,244,278,228,325,121,0,151,285,0,256,2,28,50
"543",266,155,69,1692,366,142,224,277,258,282,239,546,208,0,152,477,0,130,2,26,125
"544",274,147,67,1510,374,155,219,278,272,289,250,630,229,0,147,539,0,43,2,9,325
"545",256,135,69,1896,337,144,193,274,249,275,228,372,140,0,150,326,0,220,2,41,33
"546",272,160,66,1908,386,144,242,280,266,292,242,529,192,0,145,455,0,145,2,26,400
"547",273,161,66,1833,389,147,242,278,271,293,245,555,190,0,142,471,0,37,2,38,800
"548",272,160,65,1886,389,144,245,276,271,293,243,545,187,0,142,459,0,39,2,38,350
"549",255,129,69,1758,332,146,186,271,239,272,230,391,146,0,155,346,0,227,2,46,467
"550",272,158,67,1816,379,145,234,282,265,290,244,551,203,0,150,476,0,139,2,35,91
"551",276,160,66,1843,389,148,241,284,272,295,248,551,192,0,147,472,0,152,2,25,572
"552",265,153,69,1677,363,143,220,276,257,282,239,540,206,0,151,472,0,128,2,23,467
"553",255,129,68,1762,334,147,187,272,240,273,230,398,148,0,152,351,0,232,2,42,300
"554",263,147,70,1621,352,144,208,275,253,279,238,537,210,0,154,471,1,333,2,21,200
"555",256,133,70,1794,335,145,190,273,241,273,229,383,144,0,155,337,0,228,2,44,500
"556",258,136,69,1928,341,144,197,276,251,277,230,356,131,0,152,310,0,207,3,39,200
"557",263,146,70,1607,352,144,208,275,243,278,238,540,213,0,153,475,1,337,1,24,400
"558",273,155,64,2107,389,148,241,280,286,296,240,405,137,0,143,342,1,24,4,35,100
"559",275,159,67,1830,384,147,237,284,270,293,246,555,202,0,147,479,0,143,2,20,500
"560",281,157,63,2173,400,154,246,288,294,304,248,415,138,0,141,347,1,26,4,35,250
"561",279,157,63,2181,399,151,248,286,293,303,246,410,134,0,138,341,1,25,4,30,300
"562",274,135,67,1301,366,165,201,277,274,286,253,739,267,0,144,623,0,56,2,14,600
"563",252,124,68,1843,328,147,181,271,235,272,228,370,139,0,157,328,0,292,2,50,333
"564",269,157,65,1943,384,143,241,276,265,290,239,466,165,0,146,397,0,130,2,49,500
"565",273,141,67,1429,368,158,210,278,271,286,250,671,241,0,146,571,0,48,2,17,5000
"566",252,124,68,1843,328,147,181,271,235,272,228,370,139,0,157,328,0,292,2,50,300
"567",272,160,65,1926,390,145,245,277,270,293,242,525,182,0,143,443,0,37,2,31,260
"568",252,125,69,1862,328,147,181,272,235,272,227,370,139,0,157,328,0,292,2,49,25
"569",258,138,70,1811,340,144,196,274,245,276,230,417,157,0,151,360,1,251,3,45,500
"570",269,158,66,1882,380,144,236,277,264,289,240,500,182,0,148,432,0,136,2,35,200
"571",276,159,66,1826,387,148,239,283,271,294,247,560,198,0,147,481,0,151,2,13,150
"572",255,126,66,2058,336,146,190,277,243,278,227,326,121,0,151,286,0,257,2,31,800
"573",258,139,69,1880,342,143,199,274,243,276,230,392,146,0,151,340,1,231,3,57,200
"574",263,145,70,1682,351,144,207,275,252,278,236,490,184,0,153,428,0,296,2,26,733
"575",267,153,67,1785,370,144,226,277,259,285,238,494,180,0,147,428,0,125,2,43,500
"576",269,152,64,2049,380,146,234,279,279,291,237,397,136,0,141,336,1,102,4,44,150
"577",277,160,66,1873,390,149,241,286,272,297,249,549,195,0,147,472,0,147,2,17,150
"578",271,158,66,1851,382,145,237,280,265,291,242,515,187,0,149,445,0,138,2,31,150
"579",264,150,69,1620,358,143,215,275,255,279,238,538,208,0,154,472,1,126,2,26,625
"580",255,126,66,2053,336,146,190,277,244,278,228,325,121,0,151,285,0,256,2,28,140
"581",271,152,66,1690,375,147,228,276,268,287,244,598,215,0,148,514,0,160,2,12,385
"582",271,154,64,2055,385,147,238,278,282,293,239,409,141,0,141,347,1,110,4,43,250
"583",254,126,66,2018,335,146,189,276,243,277,228,334,124,0,154,292,0,262,3,30,650
"584",271,140,68,1444,362,157,205,277,267,284,248,665,249,0,148,571,0,178,2,5,500
"585",272,160,65,1918,390,145,245,276,271,293,242,507,174,0,141,426,0,36,2,34,500
"586",268,157,66,1884,378,143,235,276,262,287,238,485,175,0,147,419,0,133,2,50,1659
"587",272,157,64,2021,390,146,244,278,270,295,241,448,154,0,142,379,1,31,3,59,500
"588",254,128,69,1865,331,146,185,272,237,273,228,366,137,0,154,323,0,285,2,46,125
"589",275,160,66,1870,388,148,240,284,270,295,246,535,192,0,147,460,0,144,2,30,400
"590",274,161,67,1843,387,147,240,281,269,293,245,540,193,0,144,463,0,150,2,29,1400
"591",273,161,66,1833,389,147,242,278,271,293,245,555,190,0,142,471,0,37,2,38,300
"592",255,131,69,1865,334,145,189,273,238,273,228,380,144,0,154,334,0,226,2,41,300
"593",269,158,66,1878,380,143,237,276,263,288,239,496,180,0,146,428,0,136,2,43,171
